COMPANY_NAME,SERVICE,TRIGGER,ERR_TYPE,ERR_MESSAGE
Delta Air Lines,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
Delta Air Lines,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
Denny's Corporation,COMPANY_URL_SERVICE,company_url_service,process_company_url_algo,[] response from clearbit API
Denny's Corporation,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
Denny's Corporation,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
Destination Hotels,URL_SCRAPING_SERVICE,scrape_about_us_urls,OpenURI,"Exception for: open_uri, company: Destination Hotels, url: , 429 Too Many Requests "
Destination Hotels,URL_SCRAPING_SERVICE,scrape_about_content,OpenURI,"Exception for: open_uri, company: Destination Hotels, url: , 429 Too Many Requests "
Destination Hotels,PRESS_RELEASES_SERVICE,scrape_press_urls,press_urls_not_found,Press URLs not found
Destination Hotels,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
Destination Hotels,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
Discount Tire,HOMEPAGE_SERVICE,HomepageService,homepage_content_not_found,Homepage content not found
Discount Tire,ABOUT_US_SERVICE,scrape_about_us_urls,about_us_urls_not_found,About Us URLs not found
Discount Tire,PRESS_RELEASES_SERVICE,scrape_press_urls,press_urls_not_found,Press URLs not found
Discount Tire,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
