COMPANY_NAME,SERVICE,TRIGGER,ERR_TYPE,ERR_MESSAGE
Discount Tire,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
Dollar General,URL_SCRAPING_SERVICE,scrape_press_content,OpenURI,"Exception for: open_uri, company: Dollar General, url: , 403 Forbidden "
Dollar General,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: Dollar General, url: , 404 Not Found "
Dollar General,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: Dollar General, url: , 404 Not Found "
Dollar General,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: Dollar General, url: , 404 Not Found "
Dollar General,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: Dollar General, url: , 404 Not Found "
Dollar General,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: Dollar General, url: , 404 Not Found "
Dollar General,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: Dollar General, url: , 404 Not Found "
Dollar General,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: Dollar General, url: , Net::ReadTimeout "
Dollar General,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: Dollar General, url: , Net::ReadTimeout "
Dollar General,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
Dollar General,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
Dutch Bros Coffee,HOMEPAGE_SERVICE,HomepageService,homepage_content_not_found,Homepage content not found
Dutch Bros Coffee,URL_SCRAPING_SERVICE,scrape_about_us_urls,OpenURI,"Exception for: open_uri, company: Dutch Bros Coffee, url: , 308 Resume Incomplete "
Dutch Bros Coffee,URL_SCRAPING_SERVICE,scrape_about_content,OpenURI,"Exception for: open_uri, company: Dutch Bros Coffee, url: , 308 Resume Incomplete "
Dutch Bros Coffee,URL_SCRAPING_SERVICE,scrape_press_content,OpenURI,"Exception for: open_uri, company: Dutch Bros Coffee, url: , 308 Resume Incomplete "
Dutch Bros Coffee,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
Dutch Bros Coffee,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
eBay,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
eBay,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
Equinox Holdings,COMPANY_URL_SERVICE,company_url_service,process_company_url_algo,[] response from clearbit API
Equinox Holdings,ABOUT_US_SERVICE,scrape_about_us_urls,about_us_urls_not_found,About Us URLs not found
Equinox Holdings,PRESS_RELEASES_SERVICE,scrape_press_urls,press_urls_not_found,Press URLs not found
Equinox Holdings,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
Equinox Holdings,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
Express,URL_SCRAPING_SERVICE,scrape_press_content,OpenURI,"Exception for: open_uri, company: Express, url: , 403 Forbidden "
Express,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
Express,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
Finish Line,URL_SCRAPING_SERVICE,scrape_company_url,OpenURI,"Exception for: open_uri, company: Finish Line, url: , 403 Forbidden "
Finish Line,ABOUT_US_SERVICE,scrape_about_us_urls,about_us_urls_not_found,About Us URLs not found
Finish Line,URL_SCRAPING_SERVICE,scrape_press_content,OpenURI,"Exception for: open_uri, company: Finish Line, url: , 403 Forbidden "
Finish Line,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
Finish Line,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
FOCUS Brands,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
FOCUS Brands,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
Follett,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: Follett, url: , 503 Service Unavailable "
Follett,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: Follett, url: , 503 Service Unavailable "
Follett,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: Follett, url: , 503 Service Unavailable "
Follett,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: Follett, url: , 503 Service Unavailable "
Follett,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: Follett, url: , 503 Service Unavailable "
Follett,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: Follett, url: , 503 Service Unavailable "
Follett,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: Follett, url: , 503 Service Unavailable "
Follett,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: Follett, url: , 503 Service Unavailable "
Follett,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: Follett, url: , 503 Service Unavailable "
Follett,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: Follett, url: , 503 Service Unavailable "
Follett,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: Follett, url: , 503 Service Unavailable "
Follett,URL_SCRAPING_SERVICE,scrape_press_content,OpenURI,"Exception for: open_uri, company: Follett, url: , 503 Service Unavailable "
Follett,URL_SCRAPING_SERVICE,scrape_press_content,OpenURI,"Exception for: open_uri, company: Follett, url: , Failed to open TCP connection to www.follett.comnews:443 (getaddrinfo: Name or service not known) "
Follett,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
Follett,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
Foot Locker,URL_SCRAPING_SERVICE,scrape_about_content,OpenURI,"Exception for: open_uri, company: Foot Locker, url: , 404 Not Found "
Foot Locker,PRESS_RELEASES_SERVICE,scrape_press_urls,press_urls_not_found,Press URLs not found
Foot Locker,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
Foot Locker,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
Fossil,URL_SCRAPING_SERVICE,scrape_about_us_urls,OpenURI,"Exception for: open_uri, company: Fossil, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
Fossil,URL_SCRAPING_SERVICE,scrape_about_content,OpenURI,"Exception for: open_uri, company: Fossil, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
Fossil,URL_SCRAPING_SERVICE,scrape_about_content,OpenURI,"Exception for: open_uri, company: Fossil, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
Fossil,PRESS_RELEASES_SERVICE,scrape_press_urls,press_urls_not_found,Press URLs not found
Fossil,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
Fossil,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
Four Seasons,URL_SCRAPING_SERVICE,scrape_about_us_urls,OpenURI,"Exception for: open_uri, company: Four Seasons, url: , private method `open' called for #<URI::Generic javascript::void(0);> "
Four Seasons,URL_SCRAPING_SERVICE,scrape_about_content,OpenURI,"Exception for: open_uri, company: Four Seasons, url: , private method `open' called for #<URI::Generic javascript::void(0);> "
Four Seasons,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
Four Seasons,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
Genuine Parts,URL_SCRAPING_SERVICE,scrape_about_us_urls,OpenURI,"Exception for: open_uri, company: Genuine Parts, url: , Failed to open TCP connection to www.genpt.comabout_gpc.html:443 (getaddrinfo: Name or service not known) "
Genuine Parts,URL_SCRAPING_SERVICE,scrape_about_us_urls,OpenURI,"Exception for: open_uri, company: Genuine Parts, url: , Failed to open TCP connection to www.genpt.comabout_history.html:443 (getaddrinfo: Name or service not known) "
Genuine Parts,URL_SCRAPING_SERVICE,scrape_about_us_urls,OpenURI,"Exception for: open_uri, company: Genuine Parts, url: , Failed to open TCP connection to www.genpt.comabout.html:443 (getaddrinfo: Name or service not known) "
Genuine Parts,URL_SCRAPING_SERVICE,scrape_about_content,OpenURI,"Exception for: open_uri, company: Genuine Parts, url: , Failed to open TCP connection to www.genpt.comabout_gpc.html:443 (getaddrinfo: Name or service not known) "
Genuine Parts,URL_SCRAPING_SERVICE,scrape_about_content,OpenURI,"Exception for: open_uri, company: Genuine Parts, url: , Failed to open TCP connection to www.genpt.comabout_history.html:443 (getaddrinfo: Name or service not known) "
Genuine Parts,URL_SCRAPING_SERVICE,scrape_about_content,OpenURI,"Exception for: open_uri, company: Genuine Parts, url: , Failed to open TCP connection to www.genpt.comabout.html:443 (getaddrinfo: Name or service not known) "
Genuine Parts,ABOUT_US_SERVICE,scrape_about_content,about_us_content_not_found,About Us content not found
Genuine Parts,PRESS_RELEASES_SERVICE,scrape_press_urls,press_urls_not_found,Press URLs not found
Genuine Parts,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
Genuine Parts,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
Gold's Gym,ABOUT_US_SERVICE,scrape_about_us_urls,about_us_urls_not_found,About Us URLs not found
Gold's Gym,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
Gold's Gym,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
Gymboree,ABOUT_US_SERVICE,scrape_about_us_urls,about_us_urls_not_found,About Us URLs not found
Gymboree,PRESS_RELEASES_SERVICE,scrape_press_urls,press_urls_not_found,Press URLs not found
Gymboree,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
Gymboree,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
H.E.B. Grocery,COMPANY_URL_SERVICE,company_url_service,process_company_url_algo,[] response from clearbit API
H.E.B. Grocery,HOMEPAGE_SERVICE,HomepageService,homepage_content_not_found,Homepage content not found
H.E.B. Grocery,ABOUT_US_SERVICE,scrape_about_us_urls,about_us_urls_not_found,About Us URLs not found
H.E.B. Grocery,PRESS_RELEASES_SERVICE,scrape_press_urls,press_urls_not_found,Press URLs not found
H.E.B. Grocery,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
H.E.B. Grocery,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
Hanes,URL_SCRAPING_SERVICE,scrape_company_url,OpenURI,"Exception for: open_uri, company: Hanes, url: , 403 Forbidden "
Hanes,URL_SCRAPING_SERVICE,scrape_about_us_urls,OpenURI,"Exception for: open_uri, company: Hanes, url: , 403 Forbidden "
Hanes,URL_SCRAPING_SERVICE,scrape_about_content,OpenURI,"Exception for: open_uri, company: Hanes, url: , 403 Forbidden "
Hanes,URL_SCRAPING_SERVICE,scrape_about_content,OpenURI,"Exception for: open_uri, company: Hanes, url: , 403 Forbidden "
Hanes,URL_SCRAPING_SERVICE,scrape_about_content,OpenURI,"Exception for: open_uri, company: Hanes, url: , 403 Forbidden "
Hanes,PRESS_RELEASES_SERVICE,scrape_press_urls,press_urls_not_found,Press URLs not found
Hanes,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
Hanes,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
Harry's,HOMEPAGE_SERVICE,HomepageService,homepage_content_not_found,Homepage content not found
Harry's,ABOUT_US_SERVICE,scrape_about_us_urls,about_us_urls_not_found,About Us URLs not found
Harry's,PRESS_RELEASES_SERVICE,scrape_press_urls,press_urls_not_found,Press URLs not found
Harry's,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
Harry's,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
HHM Hospitality,ABOUT_US_SERVICE,scrape_about_content,about_us_content_not_found,About Us content not found
HHM Hospitality,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: HHM Hospitality, url: , Net::ReadTimeout "
HHM Hospitality,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: HHM Hospitality, url: , Net::ReadTimeout "
HHM Hospitality,GOOGLE_SEARCH_API_SERVICE,news_content,google_search_API_execute,HTTP status code 520
HHM Hospitality,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
HHM Hospitality,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
Hims,PRESS_RELEASES_SERVICE,collect_press_releases,press_releases_not_found,Press releases not found
Hims,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
Hims,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
Hot Topic,URL_SCRAPING_SERVICE,"",FormValidURL,"Exception for: form_valid_url, company: Hot Topic, url: , bad URI(is not URI?):  "
Hot Topic,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: Hot Topic, url: , private method `open' called for #<URI::Generic > "
Hot Topic,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
Hot Topic,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
HUM Nutrition,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: HUM Nutrition, url: , 403 Forbidden "
HUM Nutrition,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: HUM Nutrition, url: , 404 Not Found "
HUM Nutrition,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: HUM Nutrition, url: , 403 Forbidden "
HUM Nutrition,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: HUM Nutrition, url: , 403 Forbidden "
HUM Nutrition,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: HUM Nutrition, url: , 404 Not Found "
HUM Nutrition,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: HUM Nutrition, url: , 404 Not Found "
HUM Nutrition,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: HUM Nutrition, url: , 403 Forbidden "
HUM Nutrition,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: HUM Nutrition, url: , 404 Not Found "
HUM Nutrition,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: HUM Nutrition, url: , 404 Not Found "
HUM Nutrition,GOOGLE_SEARCH_API_SERVICE,news_content,google_search_API_execute,HTTP status code 520
HUM Nutrition,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
HUM Nutrition,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
Indeed,HOMEPAGE_SERVICE,HomepageService,homepage_content_not_found,Homepage content not found
Indeed,ABOUT_US_SERVICE,scrape_about_us_urls,about_us_urls_not_found,About Us URLs not found
Indeed,PRESS_RELEASES_SERVICE,scrape_press_urls,press_urls_not_found,Press URLs not found
Indeed,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
Indeed,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
James Avery Artisan Jewelry,GOOGLE_SEARCH_API_SERVICE,news_content,google_search_API_execute,HTTP status code 520
James Avery Artisan Jewelry,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
James Avery Artisan Jewelry,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
Jimmy Jazz,PRESS_RELEASES_SERVICE,scrape_press_urls,press_urls_not_found,Press URLs not found
Jimmy Jazz,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
Jimmy Jazz,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
L Brands,URL_SCRAPING_SERVICE,scrape_about_content,OpenURI,"Exception for: open_uri, company: L Brands, url: , 404 Not Found "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,URL_SCRAPING_SERVICE,scrape_destination_url,OpenURI,"Exception for: open_uri, company: L Brands, url: , SSL_connect returned=1 errno=0 state=error: certificate verify failed "
L Brands,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
L Brands,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
LA Fitness,URL_SCRAPING_SERVICE,scrape_company_url,OpenURI,"Exception for: open_uri, company: LA Fitness, url: , execution expired "
LA Fitness,URL_SCRAPING_SERVICE,scrape_about_us_urls,OpenURI,"Exception for: open_uri, company: LA Fitness, url: , private method `open' called for #<URI::Generic javascript:void(0);> "
LA Fitness,URL_SCRAPING_SERVICE,scrape_about_us_urls,OpenURI,"Exception for: open_uri, company: LA Fitness, url: , execution expired "
LA Fitness,URL_SCRAPING_SERVICE,scrape_about_us_urls,OpenURI,"Exception for: open_uri, company: LA Fitness, url: , execution expired "
LA Fitness,URL_SCRAPING_SERVICE,scrape_about_us_urls,OpenURI,"Exception for: open_uri, company: LA Fitness, url: , execution expired "
LA Fitness,URL_SCRAPING_SERVICE,scrape_about_us_urls,OpenURI,"Exception for: open_uri, company: LA Fitness, url: , execution expired "
LA Fitness,URL_SCRAPING_SERVICE,scrape_about_us_urls,OpenURI,"Exception for: open_uri, company: LA Fitness, url: , Failed to open TCP connection to www.lafitness.com..:443 (getaddrinfo: Name or service not known) "
LA Fitness,URL_SCRAPING_SERVICE,scrape_about_content,OpenURI,"Exception for: open_uri, company: LA Fitness, url: , private method `open' called for #<URI::Generic javascript:void(0);> "
LA Fitness,URL_SCRAPING_SERVICE,scrape_about_content,OpenURI,"Exception for: open_uri, company: LA Fitness, url: , execution expired "
LA Fitness,URL_SCRAPING_SERVICE,scrape_about_content,OpenURI,"Exception for: open_uri, company: LA Fitness, url: , execution expired "
LA Fitness,URL_SCRAPING_SERVICE,scrape_about_content,OpenURI,"Exception for: open_uri, company: LA Fitness, url: , execution expired "
LA Fitness,URL_SCRAPING_SERVICE,scrape_about_content,OpenURI,"Exception for: open_uri, company: LA Fitness, url: , execution expired "
LA Fitness,URL_SCRAPING_SERVICE,scrape_about_content,OpenURI,"Exception for: open_uri, company: LA Fitness, url: , Failed to open TCP connection to www.lafitness.com..:443 (getaddrinfo: Name or service not known) "
LA Fitness,URL_SCRAPING_SERVICE,scrape_about_content,OpenURI,"Exception for: open_uri, company: LA Fitness, url: , execution expired "
LA Fitness,URL_SCRAPING_SERVICE,scrape_about_content,OpenURI,"Exception for: open_uri, company: LA Fitness, url: , execution expired "
LA Fitness,URL_SCRAPING_SERVICE,scrape_about_content,OpenURI,"Exception for: open_uri, company: LA Fitness, url: , execution expired "
LA Fitness,URL_SCRAPING_SERVICE,scrape_about_content,OpenURI,"Exception for: open_uri, company: LA Fitness, url: , execution expired "
LA Fitness,URL_SCRAPING_SERVICE,scrape_press_content,OpenURI,"Exception for: open_uri, company: LA Fitness, url: , Failed to open TCP connection to www.lafitness.comNewsAndAnnouncements.aspx:443 (getaddrinfo: Name or service not known) "
LA Fitness,PRESS_RELEASES_SERVICE,collect_press_releases,press_releases_not_found,Press releases not found
LA Fitness,GOOGLE_SEARCH_API_SERVICE,news_content,search_results_not_found,Not_found search_results: news_content
LA Fitness,NEWS_CONTENT_SERVICE,collect_news_content,news_content_not_found,News content not found
