company_name,URL
Academy of Cosmetology,academyofcosmetology.edu
Athena Career Academy,athenacareers.com
Living Arts College,living-arts-college.com
Andrew College,andrewcollege.edu
Columbia International University,ciu.edu
Central Texas Allied Health Institute,ctahi.org
Louisianaculinary,louisianaculinary.com
Center for Advanced Legal Studies,paralegal.edu
Eastern College of Health Vocations,echv.com
The Salter School,salterschool.com
Ecotech Institute,ecotechinstitute.com
Milwaukee Career College,mkecc.edu
Empire College,empirecollege.com
Metro Beauty Academy,metrobeautyacademy.com
Daytona College,daytonacollege.edu
The Fab School,thefabschool.edu
Prism Career Institute,prismeducation.com
Ohio Valley College of Technology,ovct.edu
American Beauty School,americanbeautyschool.com
Atlanta School of Massage,atlantaschoolofmassage.edu
The Beauty Institute,https://thebeautyinstitute.edu/
Michigan Barber School Inc,http://michiganbarberschool.org/
North Bennet Street School,https://www.nbss.edu/
Allen School,https://www.allenschool.edu/
Maine College of Health Professions,https://www.mchp.edu/
U.S. Truck Driver Training School,https://ustdts.edu/
Commonwealth Technical Institute,https://www.dli.pa.gov/Individuals/Disability-Services/hgac/cti/Pages/default.aspx
Curtis Institute of Music,https://www.curtis.edu/
St Lukes Hospital School of Nursing,https://www.slhn.org/son
Medical Prep Institute of Tampa Bay,http://www.medicalprepinstitute.org/
EDP School,https://www.edp24.co.uk/news/education
Holy Name Medical Center School of Nursing,https://www.holyname.org/schoolofnursing/
Aria Health School of Nursing,https://northeast.jeffersonhealth.org/careers-education/school-of-nursing
O'More College of Design,https://omorecollege.edu/
Art Academy of Cincinnati,https://www.artacademy.edu/
Philadelphia Technician Training,https://ptt.edu/
Dongguk University,http://www.dula.edu/
VanderCook College of Music,https://www.vandercook.edu/
Virginia University of Oriental Medicine,https://www.vuim.edu/
Huntington College of Health Sciences,https://www.huhs.edu/
Longy School of Music of Bard College,https://longy.edu/
California Health Sciences University,https://chsu.edu/
Commonwealth Institute of Funeral Service,http://commonwealth.edu/
Mercy Hospital,https://www.mercy-chicago.org/
Pennsylvania Academy of the Fine Arts,https://www.pafa.org/
Pennsylvania College of Art and Design,https://pcad.edu/
Lawrence Memorial Hospital School of Nursing,https://lmregis.org/
Gupton Jones College of Funeral Service,https://www.gupton-jones.edu/
William Moore College of Technology,https://www.mooretech.edu/
NTMA Training Centers of Southern California,https://trainingcenters.org/
Watkins College of Art Design & Film,https://www.watkins.edu/
United States Sports Academy,https://ussa.edu/
Pomeroy College of Nursing at Crouse Hospital,https://www.crouse.org/nursing/
Pittsburgh Institute of Mortuary Science Inc,https://pims.edu/
College of Court Reporting Inc,http://www.ccr.edu/index.php/33-about/239-welcome-to-the-college-of-court-reporting
Signature Healthcare Brockton Hospital School of Nursing,https://www.signature-healthcare.org/bhson
Lutheran School of Nursing,http://www.nursingschoollmc.com/
MacCormac College,https://www.maccormac.edu/
Reading Hospital School of Health Sciences,https://reading.towerhealth.org/academics/health-sciences/
St Joseph's College of Nursing at St Joseph's Hospital Health Center,https://www.sjhcon.edu/
College of Menominee Nation,http://www.menominee.edu/
International School of Beauty Inc,https://btyschool.com/
Oregon College of Oriental Medicine,https://www.ocom.edu/
Midwives College of Utah,https://www.midwifery.edu/
Texas Chiropractic College Foundation Inc,http://www.txchiro.edu/
Brown Aveda Institute,https://www.brownaveda.com/
Angeles College,www.angelescollege.edu
Hypnosis Motivation Institute,https://hypnosis.edu/
Blessing Rieman College of Nursing and Health Sciences,https://www.brcn.edu/
Felbry College School of Nursing,https://felbrycollege.edu/
Sunstate Academy,https://www.sunstate.edu/
Phillips School of Nursing at Mount Sinai Beth Israel,https://www.mountsinai.org/locations/beth-israel/pson
Southeast Missouri Hospital College of Nursing and Health Sciences,https://www.sehcollege.edu/
Valley Grande Institute for Academic Studies,vgi.edu
Arclabs,https://www.arclabs.edu/
Lakeview College of Nursing,https://lakeviewcol.edu/
New York College of Traditional Chinese Medicine,http://www.nyctcm.edu/
Chatfield College,https://chatfield.edu/
New York Automotive and Diesel Institute,www.nyadi.edu
Eastern Virginia Career College,http://evcc.edu/
Hussian College,https://www.hussiancollege.edu/
Fremont College,https://fremont.edu/
National Tractor Trailer School Inc,https://ntts.edu/
Abcott Institute,https://abcott.edu/
Career Academy of Hair Design,http://beautynwa.com/
Award Beauty School,https://www.awardbeautyschool.com/
St Joseph School of Nursing,http://www.sjson.edu/st-joseph-school-of-nursing/st-joseph-school-of-nursing-home
Z Hair Academy,https://www.zhairacademy.com/
Colorado School of Trades,https://schooloftrades.edu/
Lytles Redwood Empire Beauty College Inc,https://www.lytlesrebc.edu/
L'esprit Academy,https://www.lespritacademy.com/
Dallas Barber & Stylist College,http://www.dallasbarberandstylistcollege.com/
National Beauty College,http://www.nationalbc.com/
Lansdale School of Business,http://www.lsb.edu/
House of Heavilin Beauty College,https://www.kc-hair.com/
AMG School of Licensed Practical Nursing,https://www.amg.edu/
AOMA Graduate School of Integrative Medicine,https://aoma.edu/
Cleveland Institute of Dental-Medical Assistants,www.cidma.edu/
School of Automotive Machinists & Technology,https://samtech.edu/
Santa Fe University of Art and Design,https://www.santafeuniversity.edu/
Turning Point Beauty College,https://turningpointbeauty.com/
Memphis Institute of Barbering,http://www.barberacademy.net/
Catherine Hinds Institute of Esthetics,catherinehinds.edu
Ravenscroft Beauty College,https://www.ravenscroftcollege.com/
Charleston Cosmetology Institute,http://www.charlestoncosmetology.com/
Educators of Beauty College of Cosmetology,https://educatorsofbeauty.com/
International College of Cosmetology,https://www.icoc.edu/
Carnegie Institute,https://www.carnegie-institute.edu/
P B Cosmetology Education Center,https://www.pbbeautyschool.com/
Camelot College,http://new.camelotcollege.com/
Cambridge Institute of Allied Health & Technology,"https://www.cambridgehealth.edu/, www.cambridgehealth.edu"
Diamond Beauty College,http://www.diamondbeauty.edu/
Joffrey Ballet School,https://www.joffreyballetschool.com/
Central Career Institute LLC,https://centralcareer.edu/
New York Institute of Beauty,https://www.nyib.edu/
College of Wilmington,https://www.collegeofwilmington.edu/
Coastline Beauty College,http://www.coastlinebeauty.edu/info/
Medspa Academies,https://www.nima.edu/
Technical Learning Centers Inc,http://www.tlc-corp.com/
Baldwin Beauty School,https://www.baldwinbeautyschools.com/
Eric Fisher Academy,https://ericfisheracademy.com/
Leons Beauty School Inc,http://www.leonsbeauty.com/
Virginia Sewing Machines and School Center,https://www.campusexplorer.com/track/go/?url=http%3A%2F%2Fwww.a-technicalcollege.com%2F&sig=66ff30c5
Minneapolis Business College,https://www.minneapolisbusinesscollege.edu/
North Adrian's College of Beauty Inc,https://www.adrians.edu/
Pro Way Hair School,https://prowayhairschool.com/
Tri-State Cosmetology Institute,http://www.tristatecosmetology.com/
Alamo City Barber College,http://www.alamocitybarbercollege.com/
Chester Career College,ccc-va.com
Central Coast College,www.centralcoastcollege.edu
Casal Institute of Nevada,https://avedalasvegas.com/
Palace Beauty College,http://www.palacebeautycollege.com/
Lancaster School of Cosmetology & Therapeutic Bodywork,http://www.lancasterschoolofcosmetology.com/
International Institute of Cosmetology,https://www.studyhair.com/
New England Hair Academy,https://www.newenglandhairacademy.com/
Brown College of Court Reporting,https://www.bccr.edu/
Jupiter Beauty Academy,http://www.jupiterbeautyacademy.com/
Texas College of Cosmetology,https://www.texascollegecosmetology.com/
West Tennessee Business College,https://www.communitycollegereview.com/west-tennessee-business-college-profile
Southwest University of Visual Arts,https://suva.edu/
Futura Career Institute,http://www.futuracareerinstitute.net/
Boca Beauty Academy,bocabeautyacademy.edu
CCI Training Center,https://www.ccitraining.edu/
Rob Roy Academy,https://www.rob-roy.com/
Cosmetology & Spa Academy,cosmetologyandspaacademy.com
PCI Academy,https://pci-academy.com/
National Career Institute,https://www.nciedu.com/
Arizona School of Integrative Studies,http://asismassage.com/
Advertising Art Educational Services DBA School of Advertising Art,www.saa.edu
California Miramar University,www.calmu.edu
Joseph's College Cosmetology,https://josephscollege.edu/
Southern California Health Institute,https://www.sochi.edu/
Institute of Production and Recording,https://www.ipr.edu/
Berk Trade and Business School,berktradeschool.com
PITC Institute,http://pitc.edu/
Soma Institute,https://soma.edu/about-soma/contact/
Oliver Finley Academy of Cosmetology,https://oliverfinley.com/
Compass Career College,http://compasscareercollege.net/
Northcoast Medical Training Academy,https://www.northcoastmedicalacademy.com/
Ace Institute of Technology,https://www.acecareer.edu/
Penn Commercial Business/Technical School,penncommercial.edu
The Institute of Beauty and Wellness,https://ibw.edu/
Medical Training College,https://mtcbr.com/
Ohio State College of Barber Styling,http://www.osbc.edu/
David Pressley School of Cosmetology,https://davidpressleyschool.com/
CDA Technical Institute,https://www.commercialdivingacademy.com/
DLP Conemaugh Memorial Medical Center,https://www.conemaugh.org/patients-and-visitors/about-conemaugh/locations/conemaugh-memorial-medical-center
Universal Career School,https://www.ucs.edu/
Arthur's Beauty College,https://www.arthursbeautycollege.com/
Northwest Educational Center,https://www.nwec.edu/
Meridian College,https://www.meridian.edu/
Sebring Career Schools,http://sebringcareerschools.com/
Hair Academy II,https://www.hairacademy2.com/
Phagans School of Hair Design,https://www.phagans.com/
Advanced Barber College and Hair Design,https://advancedbarbercollege.com/
Hickey College,http://www.hickeycollege.edu/
Elaine Sterling Institute,https://elainesterling.com/
Nevada Career Institute,https://www.nevadacareerinstitute.com/
New York Conservatory for Dramatic Arts,https://www.nycda.edu/
TDDS Technical Institute,tdds.com
California Nurses Educational Institute,https://cnei.edu/
Capri Cosmetology Learning Centers,https://www.caprinow.edu/
Evergreen Beauty and Barber College,evergreenbeauty.edu
Nossi College of Art,https://nossi.edu/
First Institute Inc,www.firstinstitute.edu
Aviator College of Aeronautical Science and Technology,https://www.aviator.edu/
IGlobal University,https://www.igu.edu/
Teterboro School of Aeronautics,https://teterboroschool.com/
Elizabeth Grady School of Esthetics and Massage Therapy,https://elizabethgrady.edu/
ATA College,ata.edu
Florida Education Institute,https://www.fei.edu/
Central Texas Beauty College,https://centraltexasbeautycollege.com/
Central Oklahoma College,https://centraloc.edu/
Sotheby's Institute of Art,https://www.sothebysinstitute.com/new-york
Tennessee School of Beauty of Knoxville Inc,https://tennesseeschoolofbeauty.edu/
Midwest Institute,https://www.midwestinstitute.edu/
Total Image Beauty Academy,https://www.tiba.edu/
Xenon International Academy,https://www.xenonacademy.net/
New Horizons Medical Institute,https://www.newhorizonsmedical.com/
Chattanooga College Medical Dental and Technical Careers,https://www.chattanoogacollege.edu/
San Ignacio University,https://www.sanignaciouniversity.edu/
Florida Institute of Recording Sound and Technology,https://www.first.edu/
Artistic Nails and Beauty Academy,https://www.artistic.edu/
Santa Ana Beauty College,https://savcusa.com/
Rizzieri Aveda School for Beauty and Wellness,http://www.rizzierischools.com/
Erie Institute of Technology Inc,https://erieit.edu/
Long Island Beauty School,https://www.libs.edu/
Florida Barber Academy,http://www.floridabarberacademy.edu/
Creative Images Institute of Cosmetology,https://www.creativeimages.edu/
Ohio Media School,https://beonair.com/locations/columbus/
Jolie Health and Beauty Academy,https://www.jolieacademy.com/
Coleman University(CLOSED),https://coleman.edu/
Orleans Technical College,www.orleanstech.edu
Jean Madeline Aveda Institute,https://www.jeanmadeline.edu/
Career Training Academy,http://www.careerta.edu/
Douglas Education Center,https://www.dec.edu/
American Institute of Trucking,http://www.ait-schools.com/
Beal College,https://bealcollege.edu/
Florida Academy,florida-academy.edu
University of the Potomac,https://potomac.edu/
Moler Barber College,https://moler.org/
Cambridge College of Healthcare & Technology,https://www.cambridgehealth.edu/
Elmira Business Institute,https://www.ebi.edu/
Taylor College,https://www.taylorcollege.edu/
Institute of Medical Careers,https://imbc.edu/
Helms College,goodwillworks.org
MediaTech Institute,http://mediatech.edu/campus
Ocean Corporation,oceancorp.com
Avenue Five Institute,avenuefive.com
Marian Health Careers Center,http://www.mariancollege.edu/
Los Angeles College of Music,https://www.lacm.edu
Lu Ross Academy,https://www.lurossacademy.com
Interior Designers Institute,idi.edu
Healthcare Career College,healthcarecareercollege.edu
Casa Loma College,casalomacollege.edu
Healing Hands School of Holistic Health,healinghandsschool.com
ETI,eticampus.edu
Emperor's College of Traditional Oriental Medicine,www.emperors.edu
East West College of the Healing Arts,https://eastwestcollege.com
Central California School of Continuing Education,ccsce.org
Career Care Institute,www.ccicolleges.edu
California Career Institute,www.calinstitute.edu
WellSpring School of Allied Health,www.wellspring.edu
Broadview University,www.broadviewuniversity.edu
Blake Austin College,www.blakeaustincollege.edu
Sullivan and Cogliano Training Center,sullivancogliano.com
The Creative Circus,https://creativecircus.edu
Arlington Career Institute,www.arlingtoncareerinstitute.edu
South Coast College,southcoastcollege.com
Premiere Career College,www.premierecollege.edu
Pittsburgh Career Institute,pci.edu
National Career College,nccusa.edu
Mt Sierra College,mtsierra.edu
Advanced Computing Institute,www.advancedcomputinginstitute.edu
Michael's School of Hair Design & Esthetics: A Paul Mitchell Partner School,michaelsschool.com
Valley College of Medical Careers,vcmc.edu
Biological Cleaning Services,http://biocleanus.com/
Massage Institute of Memphis,http://www.themassageinstitute.com/
Creative Touch Cosmetology School,https://creativetouch.edu/
Beauty Academy,https://www.thebeautyacademy.org/
Mission Beauty Institute,https://missionbeautyinstitute.com/
International Beauty Education Center,https://spokanebeautyschool.com/
Regina Webb Academy,https://www.reginawebbacademy.com/
J's Barber College,https://www.jsbarbercollege.com/
Hair Academy School of Barbering & Beauty,https://www.londonschoolofbarbering.com/wp-content/uploads/2013/10/xx-London-Hair-academy-Barbering-courses-London-School-of-Barbering.pdf
Apex Academy Hair Skin Nails School of Cosmetology,https://www.richlandareachamber.com/list/member/apex-academy-hair-skin-nails-school-of-cosmetology-9044
Cayce/Reilly School of Massage,https://www.caycereilly.edu/
Totally Cosmo School of Modern Cosmetology,https://totallycosmo.com/
Creative Hair School of Cosmetology,https://www.creativehairschool.com/
European Academy of Cosmetology and Hairdressing,http://www.tigiguilford.com/
JZ Trend Academy Paul Mitchell Partner School,https://paulmitchell.edu/bismarck
Ea La Mar's Cosmetology & Barber College,https://www.ealamarscollege.com/
Academy of Vocal Arts,https://www.avaopera.org/
Franklin Academy,https://arkfranklinprimary.org/
Image Maker Beauty Institute,https://www.imagemakerbeauty.com/
L Makeup Institute,https://lmakeupinstitute.edu/
Phipps Academy of Barbering,https://www.phippsacademy.com/
Johnny Matthew's Hairdressing Training School,https://www.johnnymatthews.com/
Cincinnati School of Barbering & Hair Design Inc,http://www.cincinnatischoolofbarbering.com/hello-world/
"Sandra Academy of Salon Services, Inc",http://sandraacademy.com/
Kenny's Academy of Barbering,https://www.kennysacademy.com/
Barber Tech Academy,https://www.barbertechacademy.com/
Kentucky Horseshoeing School,https://kentuckyhorseshoeingschool.com/
Wisconsin Academy a Paul Mitchell Partner Group,https://www.collegetuitioncompare.com/edu/486859/wisconsin-academy-a-paul-mitchell-partner-group-pmts-lincoln/
American Barber Academy,https://americanbarberbeauty.com/
Ann Webb Skin Institute,https://www.awskininstitute.com/
Cutting Edge Academy,https://www.cuttingedge-nj.com/
TIGI Hairdressing Academy Colorado Springs and Coeur d'Alene,https://www.toniguy.edu/
Cloyd's Barber School,https://cloydsbarberschool.com/
Hoss Lee Academy,https://hossleeacademy.com/
Advanced Technical Centers,https://advancedtechnologycenter.vbschools.com/
Graham Hospital School of Nursing,https://www.grahamschoolofnursing.org/
Cleveland Clinic Health System,https://my.clevelandclinic.org/
EduMed Partners,http://www.edumed-partners.com/
Marion S Whelan School of Nursing of Geneva General Hospital,http://mswspn.com/
American Indian OIC Inc,http://aioic.org/
Great Lakes Truck Driving School,https://greatlakestds.com/
Focus-Hope Information Technologies Center,https://www.focushope.edu/
National Conservatory of Dramatic Arts,https://theconservatory.org/
Wongu University of Oriental Medicine,https://wongu.edu/
B M Spurr School of Practical Nursing,https://wvumedicine.org/reynolds-memorial/programs/b-m-spurr-school-of-practical-nursing/
Toyota Technological Institute at Chicago,https://www.ttic.edu/
Construction Training Center,https://www.construction-training-centre.co.uk/
National Latino Education Institute,https://nlei.org/
Studio Incamminati,http://www.studioincamminati.org/
Career School of NY,https://www.careerschoolny.com/
Dell'Arte International School of Physical Theatre,https://dellarte.com/
Northwest HVAC/R Training Center,https://www.inwhvac.org/
Firelands Regional Medical Center School of Nursing,https://www.firelands.com/education-training/school-of-nursing/
Garden State Science and Technology Institute,https://gssti.edu/
International Training Careers,https://www.internationaltrainingcareers.net/
New Community Workforce Development Center,http://newcommunitytech.edu/
Jameson Health System,https://www.upmc.com/locations/hospitals/jameson
Northwest School of Wooden Boat Building,https://www.nwswb.edu/
Ohio Institute of Allied Health,https://www.oiah.edu/
Detroit Business Institute,https://www.dbidownriver.edu/
Learning Bridge Career Institute,https://www.lbcihouma.edu/
Community Christian College,https://www.cccollege.edu/
Med Academy,https://www.medacademy.education/
PiBerry Institute,https://www.piberry.edu/
B-Unique Beauty and Barber Academy,https://bubba-online.com/
East-West Healing Arts Institute,https://acupressureschool.com/
Isabella Graham Hart School of Practical Nursing,https://www.rochesterregional.org/medical-education/training-programs/igh-school-of-practical-nursing
Joseph F McCloskey School of Nursing at Schuylkill Health,https://www.lvhn.org/education/joseph-f-mccloskey-school-nursing
Florida School of Traditional Midwifery,https://www.midwiferyschool.org/
CAAN Academy of Nursing,https://www.caanacademy.org/
Washington Hospital,https://www.spirehealthcare.com/spire-washington-hospital/
Circle in the Square Theatre School,http://www.circlesquare.org/
Dragon Rises College of Oriental Medicine,https://www.dragonrises.edu/
Margaret H Rollins School of Nursing at Beebe Medical Center,https://www.beebehealthcare.org/school-nursing
California Jazz Conservatory,https://cjc.edu/
American Conservatory Theater,https://www.act-sf.org/
The Landing School,https://www.landingschool.edu/
West Virginia University Hospital Departments of Rad Tech and Nutrition,https://www.cappex.com/colleges/west-virginia-university-hospital-departments-of-rad-tech-and-nutrition
American Broadcasting School,http://radioschool.com/home.htm
St Margaret School of Nursing,https://www.upmc.com/healthcare-professionals/education/schools-of-nursing/campuses/st-margaret
Rolf Institute of Structural Integration,https://rolf.org/
Trinity Health System School of Nursing,https://trinityson.com/
Boston Baptist College,https://www.boston.edu/
Allied Health Careers Institute,https://ahci.edu/
Allegheny Wesleyan College,https://awc.edu/
Miami-Jacobs Career College,http://www.miamijacobs.edu/
Ohio Valley Hospital School of Nursing,https://www.heritagevalley.org/pages/school-of-nursing
Institute for Doctoral Studies in the Visual Arts,https://www.idsva.edu/
Cincinnati College of Mortuary Science,https://www.ccms.edu/
Alaska Christian College,https://alaskacc.edu/
International Yacht Restoration School,https://www.iyrs.edu/
Radiological Technologies University VT,https://jpu.edu/
Neighborhood Playhouse School of the Theater,http://neighborhoodplayhouse.org/
International Institute for Restorative Practices,https://www.iirp.edu/
"Elite Cosmetology, Barber & Spa Academy",https://elitecbsacademy.com/
Michaels School of Hair Design and Esthetics,https://paulmitchell.edu/bedford
The Esthetic Institute,https://www.estheticinstitute.ca/
European Massage Therapy School,"http://www.school-for-massage.com/, www.school-for-massage.com"
Cameo Beauty Academy,https://www.cameobeautyacademy.com/
Fosbre Academy of Hair Design,http://www.fosbre.edu/
College of Hair Design,https://collegeofhairdesign.com/
Morrison Institute of Technology,https://www.morrisontech.edu/
The Colburn Conservatory of Music,https://www.colburnschool.edu/conservatory/
Dallas Institute of Funeral Service,https://www.dallasinstitute.edu/
American College of Healthcare,https://www.ache.org/
Baton Rouge General Medical Center,https://www.brgeneral.org/
The Ailey School,https://www.theaileyschool.edu/
Briarcliffe College,http://www.briarcliffe.edu/
Mid-America College of Funeral Service,https://www.mid-america.edu/
Hope College of Arts and Sciences,http://www.hcas.edu/
Saint Elizabeth School of Nursing,https://www.steson.org/
New York Academy of Art,https://nyaa.edu/
John A Gupton College,https://guptoncollege.edu/
Belanger School of Nursing,http://ellismedicine.org/school-of-nursing/
Seattle Film Institute,https://www.sfi.edu/
Western Pennsylvania Hospital School of Nursing,https://www.ahn.org/health-care-professionals/education/nursing/west-penn-hospital
CES College,https://cescollege.com/
BCI,https://www.thebci.org/
Employment Solutions,https://www.emp-sol.com/
Alhambra Medical University,https://amu.edu/
Sessions College for Professional Design,https://www.sessions.edu/
Visible Music College,https://visible.edu/
Virginia Marti College of Art and Design,https://www.thencc.edu/
Samaritan Hospital School of Nursing,https://www.sphp.com/careers/schools-of-nursing/samaritan-hospital-school-of-nursing/
Cochran School of Nursing,http://www.cochranschoolofnursing.us/
Finger Lakes Health College of Nursing,https://flhcon.edu/
Memorial College of Nursing,https://www.sphp.com/careers/schools-of-nursing/st-peters-hospital-college-of-nursing/
Compass College of Cinematic Arts,https://compass.edu/
Delaware College of Art and Design,https://dcad.edu/
Brighton Center's Center for Employment Training,https://www.brightoncenter.com/programs/employment_services/center-for-employment-training
Associated Beth Rivkah Schools,https://www.bethrivkah.edu/
Cranbrook Academy of Art,https://cranbrookart.edu/
Oregon College of Art and Craft,https://www.ocac.edu/
Oklahoma Technical College,https://oklahomatechnicalcollege.com/
Watts School of Nursing,https://wattsschoolofnursing.org/
Denmark Technical College,"http://www.denmarktech.edu, http://www.denmarktech.edu/"
World Medicine Institute,http://www.worldmedicineinstitute.com/
Institute of Taoist Education and Acupuncture,https://www.itea.edu/
Institute for Clinical Social Work,https://www.icsw.edu/
Jung Tao School of Classical Chinese Medicine,https://jungtao.edu/
Birthingway College of Midwifery,https://birthingway.edu/
Academy of Chinese Culture and Health Sciences,https://acchs.edu/
Acupuncture and Integrative Medicine College-Berkeley,https://www.aimc.edu/
Academy for Five Element Acupuncture,https://acupuncturist.edu/
Richard Medical Academy,https://richardhealthsystems.com/stna-nursing/
"Medical Allied Career Center, Inc",https://www.nursingschoolsantafesprings.com/
Harmony Health Care Institute,http://www.harmony-health.org/
Bolivar Technical College,https://www.bolivarcollege.edu/
School of Missionary Aviation Technology,https://www.smat.edu/
Yo San University of Traditional Chinese Medicine,https://www.yosan.edu/
Texas County Technical College,https://texascountytech.edu/
Alabama School of Nail Technology & Cosmetology,https://www.alabamaschoolofnailtechnology.com/
Expertise Cosmetology Institute,https://www.expertisebeauty.com/
North Orange County ROP,https://www.nocrop.org/
DuVall School,https://www.duvallschool.com/
Columbia College of Nursing,https://www.ccon.edu/CCON.htm
Focus Personal Training Institute,https://focus-training.com/
"The Long Island Nail, Skin & Hair Institute",https://www.nailskinhairinstitute.edu/
Natural Images Beauty College,https://www.natural-images-bc.com/
Premier Barber Institute,https://premierbarberinstitute.com/
Arnot Ogden Medical Center,https://www.arnothealth.org/arnot-ogden-medical-center
Westchester School for Dental Assistants,https://dentaltrainingwp.com/
Northwest Suburban College,https://nwsc.edu/
Atlantic Institute of Oriental Medicine,https://www.atom.edu/
International Diving Institute,https://www.idicharleston.edu/
The Healthcare Institute,https://www.thi-tn.com
The Beauty Institute-Schwarzkopf Professional,http://philadelphia.thebeautyinstituteskp.edu/
Aveda Institute New Mexico,https://avedanm.com/
The Art of Hair Academy Inc.,https://www.facebook.com/TheArtofHairAcademy/
Trend Setters School - Permanently Closed Nov 2019,https://www.trendsettersschool.com/
Barber & Beauty Institute of New York,https://bbiny.edu/?v=7516fd43adaa
Pivot Point Academy,https://www.pivotpoint.edu/
PC AGE,https://www.pcage.edu/
TECA,https://www.pandjlive.com/
Hair California Beauty Academy,http://hairca.com/
Bonnie Joseph Academy of Cosmetology & Barbering,http://www.bonniejosephacademy.com/
Pryor Beauty College,https://pryorbeautycollege.com/
American Technical Institute,http://atiinspectortraining.com/
Opelousas School of Cosmetology,http://opelousascosmetology.com/
De Wolff College Hair Styling and Cosmetology,www.dewolffinstitute.net
St Louis Hair Academy,https://stlouis-hair-academy.business.site/
Tri-County Beauty Academy,https://www.tricoacademy.net/
Alabama State College of Barber Styling,http://alabamastatebarbercollege.com/
Hair Academy 110,http://www.thehairacademy110.com/
Sharon Regional School of Nursing,https://www.sharonregionalmedical.org/
Parisian Spa Institute,https://psijax.edu/
Blalock's Professional Beauty College,https://www.blalockbeauty.com/
Faris Technical Institute Inc,http://ww6.faristechnicalinstitute.com/
Houghton Lake Institute of Cosmetology,http://instituteofcos.net/
Conlee's College of Cosmetology,https://www.bkcosmo.com/
Lia Schorr Institute of Cosmetic Skin Care Training,http://www.liaschorrinstitute.com/
Velvatex College of Beauty Culture,https://www.velvatexcollege.com/
The Academy of Radio and TV Broadcasting,https://arbradio.com/
Reflections Academy of Beauty,https://reflectionsacademyofbeauty.com/
San Francisco Film School,http://www.sanfranciscofilmschool.edu/
American College of Hair Design Inc,https://www.americancollegeofhairdesign.com/
Academy di Firenze,http://academydifirenze.com/
Tomorrow's Image Barber And Beauty Academy of Virginia,http://www.tomorrowsimage.com/
Galaxy Medical College,https://galaxymedicalcollege.edu/
River Valley School of Massage,https://rvsmassage.com/
Delta Beauty College,http://ww99.deltabeautyschool.com/
International Hair and Barber Academy,http://www.hairandbarberacademy.com/
Evolve Beauty Academy,https://www.evolvebeautyacademy.edu/
Dominion School of Hair Design,http://www.drbeautyschools.com/
Mr John's School of Cosmetology & Nails,http://mrjohns.com/
American Institute of Massage Therapy,www.aimtinc.com
Virgil's Beauty College,http://virgilsbeautycollege.com/?fbclid=IwAR1Iqt2Tl9vaCr1XYm3XrztcvcoWyywCYLbUs-1o2-B7Qq7MuZ63KgNUMLE
New Beginnings Beauty Academy,http://www.nbbacosmetology.com/
Ideal Beauty Academy,http://idealbeautyacademy.net/
Yukon Beauty College Inc,https://www.yukonbeautycollege.com/
Cosmetic Arts Institute,http://www.cosmeticartsinstitute.edu/
Mauna Loa Helicopters,https://www.maunaloahelicopters.edu/
Beverly Hills Design Institute,www.bhdi.edu
Lee Professional Institute,http://www.leeproinstitute.edu/
Cadillac Institute of Cosmetology,http://instituteofcos.net/
Career Beauty College,http://www.cbclburg.com/
Gemini School of Visual Arts & Communication,https://www.geminischool.com/
Sanford-Brown College,https://www.sanfordbrown.edu/Online
The Artisan College of Cosmetology,http://theartisancenterofcosmetology.tripod.com/
(CLOSED)Roseburg Beauty College,http://roseburgbeautycollege.com/
Palmetto Beauty School,https://www.palmettocosmo.com/
Abdill Career College Inc,http://www.abdill.com/
Danville Regional Medical Center School of Health Professions,https://www.sovahhealth.com/
Shawnee Beauty College,https://www.shawneebeautycollege.com/
Yechanlaz Instituto Vocacional,https://yechanlaz-instituto.com/
New Hampshire Institute for Therapeutic Arts,https://www.nhita.com/
Collectiv Academy,https://collectivacademy.com/
Professional Beauty School,https://www.professionalbeautyacademy.co.uk/
Dental Assistant Pro LLC-Columbus,https://www.dentalassistantpro.com/
Institute of Advanced Medical Esthetics,http://www.theinstituteofadvancedmedicalesthetics.com/
Entourage Institute of Beauty and Esthetics,https://entouragebeauty.com/
New Dimensions School of Hair Design,http://newdimensionsschoolofhairdesign.com/
Santa Ana Beauty Academy,http://saba-ca.com/
Pipo Academy of Hair Design,http://www.pipoacademy.com/
Colegio Tecnico de Electricidad Galloza,http://www.ctegpr.com/
Appalachian Beauty School,https://appalachianbeautyschool.com/
Sumter Beauty College,http://sumterbeautycollege.com/
Branford Academy of Hair and Cosmetology,https://www.branfordacademy.com/
Setting the Standard Barbering and Natural Hair Academy,http://sts-academy.com/
Princess Beauty School,http://www.princessbeautyschool.com/
Lakewood School of Therapeutic Massage,http://www.lakewoodschool.com/
Vogue Beauty and Barber School,http://voguebeautyschool.com/
Virginia School of Hair Design,http://vshd.edu/
K & G 5 Star Barber College,http://www.kandgbarbercollege.com/
Sharps Academy of Hair Styling,https://www.sharpsacademy.com/
Advanced College of Cosmetology,https://www.accsuccess.com/
Frederick School of Cosmetology,NA
D & L Academy of Hair Design,https://www.urban113.com/
LeGrand Institute of Cosmetology Inc,http://www.legrandinstitute.com/
Hillsdale Beauty College,http://hillsdalebeautycollege.com/
Myotherapy Institute,https://www.myotherapy.edu/
Shear Finesse Hairstyling Academy,http://www.shearfinessehairacademy.com/
United Beauty College,http://ubcollege.net/
Lynnes Welding Training,https://learntoweld.com/
